id,name,neighbourhood,neighbourhood_cleansed,room_type,price,latitude,longitude
14424131,Double Room in Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nord,Private room,$45.00,52.549690000000005,13.42181
14434676,Ruhiges Zuhause am Rand Berlins,,Buch,Entire home/apt,$70.00,52.61764,13.44034
14435290,LEGO,,Prenzlauer Berg Südwest,Entire home/apt,$153.00,52.540380000000006,13.41005
14436882,Best flat in Berlin - Kreuzberg with CAT,,südliche Luisenstadt,Entire home/apt,$75.00,52.49732,13.43803
14436886,Large and light apartment // Central in Mitte,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$99.00,52.53352,13.399779999999998
14440109,Bright apartment in the heart of Rixdorf,,Rixdorf,Entire home/apt,$35.00,52.47571,13.44638
14441585,Große gemütliche Wohnung in Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$120.00,52.49624,13.4328
14443689,Bright Cosy Room,,Tempelhof,Private room,$21.00,52.46261,13.37872
14454907,Super Cute and excellent Location,,Brunnenstr. Süd,Entire home/apt,$110.00,52.53881,13.40494
14459706,Single Room with balcony in the heart of Neukölln,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$30.00,52.481640000000006,13.43207
14461212,Dream place with stucco in central Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$68.00,52.51054,13.457679999999998
14464850,GRAND 2ROOMS Central City Apt 1,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$96.00,52.53021,13.39789
14466069,Large Room with Balcony in Kreuzberg,,nördliche Luisenstadt,Private room,$45.00,52.50231,13.43135
14467506,Cosy room in Berlin-Westend,"Berlin, Germany",Westend,Private room,$30.00,52.52111,13.26431
14469380,Tiny Apartment near Park,,Plänterwald,Entire home/apt,$53.00,52.480880000000006,13.4816
14470451,1 Room in a sunny apartment in Friedrichshain,,Frankfurter Allee Nord,Private room,$19.00,52.52042,13.45331
14470682,Lovely Appartmentroom central&quiet,"Berlin, Germany",Prenzlauer Berg Süd,Private room,$44.00,52.53161,13.42542
14479069,DOUBLE ROOM near BRANDENBURG GATE-2,,Regierungsviertel,Hotel room,$36.00,52.51326,13.38466
14479963,4 ROOM APARTMENT NEAR BRANDENBURG GATE,,Regierungsviertel,Private room,$650.00,52.5132,13.3831
14481572,Good Vibes Maisonette,,Weißensee,Entire home/apt,$60.00,52.55421,13.4573
14483539,"Bright Renovated Studio in Bergmannkiez, Kreuzberg","Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$44.00,52.48681,13.39319
14498910,Schönes WG-Zimmer in Moabit,,Moabit Ost,Private room,$15.00,52.53459,13.35308
14501471,Marienkäfer - Luxury apartment in the best Kiez,"Berlin, Germany",Reuterstraße,Entire home/apt,$90.00,52.48727,13.43049
14507840,Schönes Zimmer in Berlin Prenzlauer Berg,,Prenzlauer Berg Süd,Private room,$20.00,52.53188000000001,13.43214
14507992,Natural light in One room flat in Prenzlauer Berg,,Prenzlauer Berg Nord,Entire home/apt,$53.00,52.54354,13.43029
14510237,Cosy Bedroom in quiet part of Berlin,"Berlin, Germany",Baumschulenweg,Private room,$39.00,52.46396,13.48772
14511949,Cosy and spacious room + balcony,,Reuterstraße,Entire home/apt,$40.00,52.48319,13.43466
14512780,Balcony Room in beautiful Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Private room,$27.00,52.49794,13.44099
14513010,Cozy room right next to Mauerpark in shared flat,,Prenzlauer Berg Nordwest,Private room,$35.00,52.54726,13.40421
14513200,Cosy & Bright Room - Kreuzberg close to Centre,"Berlin, Germany",südliche Luisenstadt,Private room,$45.00,52.49716,13.440879999999998
14519469,X-berg apartment with view on Görlitzer Park,,südliche Luisenstadt,Entire home/apt,$91.00,52.49771,13.43438
14529272,Spacious 4-room family flat near Friedrichshain,,Frankfurter Allee Süd,Entire home/apt,$220.00,52.50411999999999,13.4861
14531087,Nice modern apartment between Mitte+PrenzlauerBerg,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$70.00,52.539190000000005,13.40713
14532399,Students´ Longer Stay,,Ostpreußendamm,Private room,$45.00,52.43675,13.32324
14543378,"Boutique Neukölln, Berlin",,Rixdorf,Entire home/apt,$99.00,52.48087,13.45015
14548401,Villa Croata,,Westend,Private room,$60.00,52.51956,13.263420000000002
14548616,Big room with balcony in central shared apartment,"Berlin, Germany",Prenzlauer Berg Ost,Private room,$35.00,52.53672,13.43711
14549349,"Kreuzberg-Mitte: Central and Bright, with balcony","Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$45.00,52.50276,13.39886
14558571,Zentral+Komfort Mitte/Kreuzberg (Central Berlin),"Berlin, Germany",Alexanderplatz,Private room,$51.00,52.50526,13.4135
14558847,"Small, creative room in Friedrichshain",,Frankfurter Allee Süd FK,Private room,$34.00,52.50892,13.45575
14558917,Beautiful old apartment central Berlin-Schöneberg,"Berlin, Germany",Schöneberg-Süd,Private room,$84.00,52.48927,13.35873
14559781,"Sonnige 140m² Altbauwohnung inKudammnähe, 5 Zimmer","Berlin, Germany",Halensee,Entire home/apt,$85.00,52.50045,13.29132
14560077,Big cozy room in Friedenau :-),"Berlin, Germany",Friedenau,Private room,$24.00,52.467380000000006,13.332020000000002
14562079,Creative-space,"Berlin, Germany",Alt-Lichtenberg,Entire home/apt,$90.00,52.512530000000005,13.492779999999998
14563680,cosy flat with balcony,,Frankfurter Allee Süd,Private room,$25.00,52.50737,13.4906
14574834,MC502# new rooftop apartment with great view,,Neu Lichtenberg,Entire home/apt,$72.00,52.50905,13.50392
14581100,Lichtdurchflutete Erkerwohnung,,Prenzlauer Berg Nordwest,Entire home/apt,$80.00,52.54964,13.40714
14582811,Central Apartment in Berlin-Mitte,,Brunnenstr. Süd,Entire home/apt,$57.00,52.5342,13.3986
14583717,"Luftige, helle, ruhige Unterkunft in SchöneKreuz",,Schöneberg-Nord,Private room,$18.00,52.49244,13.36677
14583851,quiet apartment close to Friedrichshain,,Neu Lichtenberg,Entire home/apt,$60.00,52.50498,13.478229999999998
14584656,"Large room in Neukölln apartment, great location","Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$22.00,52.46743000000001,13.44114
14588206,Chilly Bears Loft,,Tiergarten Süd,Entire home/apt,$236.00,52.50209,13.36175
14588237,Berlin in the sun- wish i had one more day!,"Berlin, Germany",Rixdorf,Private room,$29.00,52.480430000000005,13.44334
14588522,Charming-Studio/ most vibrant area,"Berlin, berlin, Germany",nördliche Luisenstadt,Entire home/apt,$75.00,52.49978,13.427970000000002
14589378,Chilly Bears Berlin II / Splendor Loft / 80 qm,,Schöneberg-Nord,Entire home/apt,$128.00,52.49965,13.36169
14590562,Villa Croata,,Westend,Private room,$30.00,52.51978,13.26209
14593498,Lovely big room & very central!,,Tiergarten Süd,Private room,$32.00,52.50075,13.36727
14604091,"Bright, big room in Wedding with high ceiling",,Parkviertel,Private room,$25.00,52.55503,13.34319
14604795,helles Design-Apartment in Kreuzberg zu vermieten,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$37.00,52.4885,13.39919
14607897,Cozy and big room in Berlin Moabit,"Berlin, Germany",Moabit Ost,Private room,$40.00,52.53252,13.34825
14607904,2 Rooms in trendy Prenzlauer Berg ❤ near volkspark,,Prenzlauer Berg Ost,Entire home/apt,$49.00,52.53287,13.44434
14607908,Ruhig &sehr zentral mit Garten Nähe Kurfürstendamm,"Berlin, Germany",Düsseldorfer Straße,Private room,$38.00,52.494690000000006,13.32291
14608538,Home in Berlin,,Wedding Zentrum,Entire home/apt,$40.00,52.55311,13.36147
14618013,Boho Apartment for four - APT 5,"Berlin, Germany",Moabit West,Entire home/apt,$129.00,52.531580000000005,13.34002
14619287,Luxury and space in the heart of Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$120.00,52.54128000000001,13.41677
14619469,"Ruhige Gästewohnung mit Küchenz., Duschbad, Garten","Berlin, DE",Ostpreußendamm,Entire home/apt,$50.00,52.41646,13.33061
14630712,Citymax Apartment in Toplage,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$59.00,52.504380000000005,13.34266
14645620,Beautiful newly renovated flat in the heart of B.,,Brunnenstr. Süd,Entire home/apt,$195.00,52.52948000000001,13.39244
14648520,Mitten drin am Rande,,nördliche Luisenstadt,Private room,$32.00,52.50274,13.41581
14648612,The Berlin Piano Shed,,Alt  Treptow,Entire home/apt,$45.00,52.48659,13.451670000000002
14649703,Design Loft in Kreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$122.00,52.49973000000001,13.42684
14651493,Citymax Apartment in Toplage,,Schöneberg-Nord,Entire home/apt,$59.00,52.50284,13.34284
14658720,Großes Altbauzimmer im Zentrum,"Berlin, Germany",Schöneberg-Nord,Private room,$30.00,52.49502,13.36662
14661144,"A quiet, beautiful home near Rosenthaler Platz",,Brunnenstr. Süd,Private room,$40.00,52.53106,13.398829999999998
14662187,Cosy and well connected room in Moabit,"Berlin, Germany",Moabit West,Private room,$40.00,52.53124,13.32706
14664026,Cute apartment in trendy Kreuzberg,,nördliche Luisenstadt,Entire home/apt,$70.00,52.5028,13.42118
14665613,Luxury Apartment in central location in Berlin!,"Berlin, Germany",Düsseldorfer Straße,Entire home/apt,$99.00,52.49895,13.31891
14666005,Cozy room at the center of Berlin,"Berlin, Germany",Alexanderplatz,Private room,$62.00,52.51894,13.411320000000002
14666168,Kleines Übernachtung Zimmer,,West 1,Private room,$40.00,52.57356,13.28171
14669031,Tolle 2-Zimmer Wohnung in der Nähe vom Mauerpark,,Prenzlauer Berg Nordwest,Entire home/apt,$65.00,52.54874,13.40398
14669503,light appartment in Berlin's green Pankow,,Pankow Zentrum,Entire home/apt,$49.00,52.56208,13.39811
14678534,"cosy, bright room with view to the garden",,Karl-Marx-Allee-Nord,Private room,$20.00,52.52092,13.44514
14680806,"huge, modern flat in the heart of Berlin.","Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$80.00,52.48667,13.389070000000002
14682568,Sunshine&central group apartment up to 16 persons,,Tiergarten Süd,Entire home/apt,$146.00,52.501180000000005,13.3626
14692920,#503 new rooftop apartment - best public transport,,Neu Lichtenberg,Entire home/apt,$86.00,52.50905,13.50392
14701391,"Charlottenburg apt in Villa, ground floor + garden","Berlin, Germany",Westend,Entire home/apt,$132.00,52.51494,13.26471
14702867,Cozy apartment in the heart of Friedrichshain,,Frankfurter Allee Süd FK,Entire home/apt,$110.00,52.50716,13.46686
14703298,Med sized room fully furnished in Mitte,,Alexanderplatz,Private room,$21.00,52.51299,13.41719
14705308,"Well lighted, spacious private room with balcony",,Neuköllner Mitte/Zentrum,Private room,$45.00,52.46676,13.44423
14707407,4 + Rooms in trendy Friedrichshain + RIVER VIEW,,Frankfurter Allee Süd FK,Entire home/apt,$89.00,52.500690000000006,13.45248
14707771,Room in shared flat at Schönhauser Allee,,Prenzlauer Berg Nordwest,Private room,$28.00,52.55065,13.41152
14712312,Jannowitzbrucke Private Room w/balcony,,Alexanderplatz,Private room,$25.00,52.51671,13.419529999999998
14720159,1room flat in Wedding/5 min from metro,,Parkviertel,Entire home/apt,$27.00,52.547230000000006,13.35149
14720718,"Großes, schickes Altbauzimmer",,Osloer Straße,Private room,$33.00,52.5605,13.38141
14721647,"Freundliches Zimmer,zentrale Lage","Berlin, Germany",Prenzlauer Berg Nord,Private room,$25.00,52.55029,13.41908
14722254,Private Room in the Heart of Kreuzberg,,Tempelhofer Vorstadt,Private room,$50.00,52.49072,13.37819
14722979,Zimmer in Neukölln (Körnerkiez) 24 qm,,Neuköllner Mitte/Zentrum,Private room,$30.00,52.47152,13.43894
14728469,Colorful room in trendy Kreuzberg,,Tempelhofer Vorstadt,Private room,$52.00,52.49242,13.41225
14736577,just wonderful and absolutely quiet,,Kurfürstendamm,Private room,$60.00,52.50291,13.31807
14739312,Room in shared flat,"Berlin, Germany",Parkviertel,Private room,$24.00,52.55694,13.349479999999998
14740024,Bright & stylish apartment in Berlin Kreuzberg,,Schöneberg-Nord,Private room,$75.00,52.49149,13.36268
14742206,Living@Dahme-Yachtzentrum Berlin-Komfort am Wasser,"Berlin, Germany",Köpenick-Süd,Entire home/apt,$30.00,52.42859,13.58391
14746252,friendly house to stay in Schöneberg !!!!!,,Schöneberg-Nord,Private room,$39.00,52.495,13.36134
14746338,Nice apartment close to Görlitzer Park Kreuzberg,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$50.00,52.47221,13.43546
14755968,Big room in lovely flat with balcony in Moabit,"Berlin, Germany",Moabit West,Private room,$34.00,52.52647,13.32824
14758161,Gästehaus im Park in Berlin-Pankow,"Berlin, Germany",Buchholz,Entire home/apt,$134.00,52.60986,13.44454
14768400,"Schönes Altbauzimmer in Wedding, nähe Mitte",,Wedding Zentrum,Private room,$45.00,52.54368,13.35359
14768867,"City West Bed - Zoo, high quality appartement",,Tiergarten Süd,Private room,$47.00,52.50634,13.34374
14778401,Green Apartment,,Parkviertel,Entire home/apt,$32.00,52.563930000000006,13.33746
14778670,Apartment Red,,Ost 2,Entire home/apt,$34.00,52.56499,13.34146
14781322,Cosy living in Friedrichshain,,Frankfurter Allee Süd FK,Private room,$28.00,52.50814,13.46249
14784212,Comfy private 1BR pad - visit Berlin in style!,,Friedrichsfelde Süd,Entire home/apt,$58.00,52.49623,13.52264
14786461,Modern loft in the heart of Berlin,,Tempelhofer Vorstadt,Entire home/apt,$180.00,52.49801,13.38233
14793762,Top-Location (Hackescher Markt) & Top-Price !!!,"Berlin, Germany",Alexanderplatz,Private room,$50.00,52.52563000000001,13.39521
14793841,Charming apartment in Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$20.00,52.54339,13.41691
14795265,"Comfortable , silent, very good located Flat","Berlin, Germany",Moabit West,Private room,$33.00,52.52279,13.33487
14795425,Spacious and cozy apartment – perfect for families,"Berlin, Germany",Schloßstr.,Entire home/apt,$140.00,52.46136,13.30538
14798424,Cozy room close to Mauerpark,,Brunnenstr. Nord,Private room,$41.00,52.547230000000006,13.399729999999998
14802686,"beautiful, huge & furnished room in central area","Berlin, Germany",Weißensee,Private room,$50.00,52.54897,13.45107
14804266,Cozy Souterrain in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$68.00,52.49237,13.40054
14812057,"netter Kiez , nette Wohnung","Berlin, Germany",Helmholtzplatz,Private room,$82.00,52.54485,13.42215
14818178,"Wohnidyll in Citylage,   FU 2,68 km entfernt","Berlin, Germany",Schloßstr.,Entire home/apt,$50.00,52.45796,13.322170000000002
14821247,ROOM WITH BALCONY IN NEUKÖLLN,"Berlin, Germany",Schillerpromenade,Private room,$25.00,52.47731,13.42394
14829530,ruhiges Einzelzimmer 2.3 zum Innenhof (2. Etage),"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$30.00,52.48353,13.42912
14830468,großes Zimmer direkt am Park / big room at park,,Alt  Treptow,Private room,$30.00,52.48987,13.46084
14830887,ruhiges Zweibettzimmer 2.2 zum Innenhof (2. Etage),"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$30.00,52.48353,13.42912
14831190,ruhiges Doppelzimmer 2.1 zum Innenhof (2. Etage),"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$30.00,52.48353,13.42912
14831972,Junior Apartment in Berlin-Mitte,,Brunnenstr. Nord,Entire home/apt,$36.00,52.54003,13.37145
14836453,2rooms Flat 50 meter from S-Bahn/Stegliz,,Albrechtstr.,Entire home/apt,$40.00,52.44801999999999,13.35874
14839238,Kreuzberg appartement cozy/central,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$65.00,52.495090000000005,13.40008
14839691,Schönes Zimmer - Nähe Flughafen SXF und BER,"Berlin, Germany",Rudow,Private room,$20.00,52.41288,13.50653
14847866,Big room in antique shared apartment,"Berlin, Germany",Brunnenstr. Nord,Private room,$30.00,52.54192,13.37115
14849548,Light and Wide Room in Hermannstrasse,,Schillerpromenade,Private room,$26.00,52.466930000000005,13.42498
14850088,Gemütliche Altbauwohnung im Prenzlauer Berg :-),,Prenzlauer Berg Süd,Private room,$30.00,52.53468,13.434779999999998
14852980,Studio Loft room in the heart of Neukölln,,Neuköllner Mitte/Zentrum,Private room,$49.00,52.48129,13.42712
14853819,Cozy one bedrm in heart of the city,,Regierungsviertel,Private room,$74.00,52.511790000000005,13.38135
14857798,New designer flat in top location,,Prenzlauer Berg Südwest,Entire home/apt,$85.00,52.53306,13.40937
14861478,Cozy big sunny room in Berlin Mitte,"Berlin, Germany",Moabit West,Private room,$30.00,52.53012,13.31726
14863860,Cozy Room in Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$30.00,52.51359,13.46708
14864073,1-Bedroom Modern Flat in Mitte 45m²,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$51.00,52.53481,13.40069
14865350,Blacksmith Workshop Apartment,,Moabit Ost,Entire home/apt,$159.00,52.53265,13.35219
14868731,Unique 1.5 Rooms for Explorers & Long-Term Stay,,Alt  Treptow,Private room,$36.00,52.49441,13.46096
14870244,"Gemütliches Nest, verkehrsgünstig und ruhig!",,Karl-Marx-Allee-Nord,Entire home/apt,$26.00,52.52224,13.432479999999998
14871410,1 Zimmerwohnung über Weihnachten und Sylvester,,Prenzlauer Berg Nordwest,Entire home/apt,$80.00,52.54697,13.40839
14872009,Brandnew modern apartment in Mitte /Kreuzberg,"Berlin, Germany",Alexanderplatz,Entire home/apt,$55.00,52.50609,13.41241
14878503,"*Ruhiges, modernes kleines Zimmer*","Berlin, Germany",Friedrichsfelde Süd,Private room,$33.00,52.49786999999999,13.51291
14890023,Cozy Berlin-Style room near city center,,Wedding Zentrum,Private room,$50.00,52.54438,13.35969
14894198,Großes Altbauzimmer super zentral,,Alexanderplatz,Private room,$54.00,52.52176,13.38475
14897271,Stylish&lovely Apartment @Kreuzkölln/Maybachufer,"Berlin, Germany",Reuterstraße,Entire home/apt,$84.00,52.49294,13.42859
14906316,2 Zimmer-Apartment - nähe Ku'Damm,"Berlin, Germany",Volkspark Wilmersdorf,Entire home/apt,$99.00,52.48724,13.32642
14907131,BIG room in great apartment | central & hip area,"Berlin, Germany",Frankfurter Allee Nord,Private room,$45.00,52.5161,13.456879999999998
14907496,Stylish Spacious Modern Apartment w/ Huge Bathroom,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$70.00,52.53635,13.37856
14908272,Appartement at Treptower Park + publ. transport,,Alt  Treptow,Entire home/apt,$79.00,52.48839,13.4542
14920694,Gemütliche 1- Zimmerwohnung für dich/ euch allein.,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$60.00,52.49904,13.46354
14921066,Cozy Room in Alt-Treptow,,Alt  Treptow,Private room,$30.00,52.492,13.44737
14924783,Nice penthouse!,,Marzahn-Nord,Entire home/apt,$500.00,52.5624,13.57121
14924904,20 qm² Zimmer in Friedrichshain,,Frankfurter Allee Nord,Private room,$40.00,52.52226,13.45254
14927090,Top floor city pad - APT 12,"Berlin, Germany",Moabit West,Entire home/apt,$55.00,52.53329,13.34088
14929047,Cosy and light room 25qm in Neukölln on U8 line,"Berlin, Germany",Schillerpromenade,Private room,$29.00,52.48137,13.42259
14929299,Authentic & Spacious Flat in Fhain,"Berlin, Germany",Frankfurter Allee Nord,Entire home/apt,$39.00,52.52201,13.45235
14930230,Blacksmith Harley Apartment,,Moabit Ost,Entire home/apt,$150.00,52.53331,13.35204
14933760,"Bright room wiz balcony near centre, ZOB, airport",,Westend,Private room,$15.00,52.52008000000001,13.2815
14938479,Tolles Studio Apartment für 2 Personen,"Berlin, Germany",Tempelhof,Entire home/apt,$69.00,52.45685,13.37752
14938744,2-Zimmer Wohnung im grünen Spandau,"Berlin, Germany",Wilhelmstadt,Entire home/apt,$55.00,52.52755,13.18221
14942829,Privat room only 15 min. away from Alexanderplatz,"Berlin, Germany",Weißensee,Private room,$48.00,52.54798,13.45318
14952738,Beautiful apartment near Ku'damm,,Kantstraße,Entire home/apt,$34.00,52.51092,13.31475
14955902,"Quiet, super sunny & central apartment Mitte/Xberg",,Alexanderplatz,Private room,$50.00,52.506,13.422479999999998
14956202,Old Blacksmith Loft Apartment,,Moabit Ost,Entire home/apt,$224.00,52.534580000000005,13.35228
14960438,*** Cozy apartment with nice garden,,Rummelsburger Bucht,Entire home/apt,$55.00,52.496480000000005,13.48211
14960879,"Beautiful, light bedroom in Wilmersdorf","Berlin, Germany",Düsseldorfer Straße,Private room,$18.00,52.49079,13.30501
14961882,Minimalist design - APT 9,"Berlin, Germany",Moabit West,Entire home/apt,$75.00,52.53116,13.34043
14971501,Beautiful quiet apartment close to the canal,,Reuterstraße,Entire home/apt,$45.00,52.4945,13.423379999999998
14972487,Gartenhaus mit Katzenversorgung in Wilhelmsruhe,,Schönholz/Wilhelmsruh/Rosenthal,Entire home/apt,$26.00,52.589580000000005,13.36868
14974548,"Sonniges Dachgeschoss, zwei Etagen, Dachterrasse",,Brunnenstr. Süd,Entire home/apt,$170.00,52.53089,13.38558
14975790,cozy apartment,,Friedrichsfelde Nord,Private room,$18.00,52.51096999999999,13.5032
14980080,"Bright room, shared apartment, perfect location!","Berlin, Germany",Prenzlauer Berg Ost,Private room,$25.00,52.53633000000001,13.4369
14983857,"Furnished, very large room in old building","Berlin, Germany",Friedenau,Private room,$30.00,52.47261999999999,13.33087
14987044,Guest room in Moabit,,Moabit Ost,Private room,$56.00,52.52633,13.35046
14997220,"Well-equipped, central, clean apartment Neukölln",,Neuköllner Mitte/Zentrum,Entire home/apt,$45.00,52.46366,13.43533
14999599,Sun yard,"Berlin, Germany",Moabit West,Entire home/apt,$75.00,52.52781,13.33299
15000313,Nice City Apartment Pankow,,Weißensee,Entire home/apt,$65.00,52.54897,13.4578
15001954,Gepflegtes  Haus zwischen Wald und Wald,,West 2,Entire home/apt,$80.00,52.570330000000006,13.23361
15002954,Cozy Apartment in Berlin,"Berlin, Germany",Britz,Entire home/apt,$40.00,52.4451,13.44871
15003633,*** Exklusives Design-Loft im Zentrum Berlins ***,,Frankfurter Allee Nord,Entire home/apt,$57.00,52.51605,13.4587
15004805,"Sunny, spacious flat in Neukölln","Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$29.00,52.46866,13.442570000000002
15005620,Lichtdurchflutete Altbauwohnung,,Alt-Lichtenberg,Private room,$60.00,52.51357,13.50073
15005792,Large and comfy room  in kreuzberg - Gorlitzer,"Berlin, Germany",nördliche Luisenstadt,Private room,$45.00,52.49975,13.43538
15010716,Berlin above Prenzlauer Berg,,Prenzlauer Berg Südwest,Private room,$50.00,52.53819,13.42312
15017353,"Schön, Schöner, Schöneberg:Grosser Balkon und Park","Berlin, Germany",Schöneberg-Nord,Entire home/apt,$90.00,52.49302,13.35527
15019290,Altbau FeWo mit Berliner Charme,"Berlin, Germany",Mierendorffplatz,Entire home/apt,$65.00,52.5305,13.296879999999998
15024614,Im Herzen von Prenzlauer Berg,,Helmholtzplatz,Private room,$35.00,52.5444,13.41894
15031234,Spacious Room in Great Location,"Berlin, Germany",Reuterstraße,Private room,$36.00,52.49329,13.42779
15031615,bright and quiet studio in kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$42.00,52.48879,13.41903
15034680,schönes Zimmer in Kreuzberg (Altbau),,nördliche Luisenstadt,Private room,$35.00,52.50299,13.42314
15036642,"Berlin-Mitte,groß,hell,ruhig,zentral,für familien","Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$120.00,52.53446,13.40559
15038936,Helle 2 Zimmer in Wedding / Mitte - 49 qm,,Wedding Zentrum,Entire home/apt,$30.00,52.5527,13.3647
15039213,"Lightful, flat in Neukölln 75 qm with balcony",,Schillerpromenade,Entire home/apt,$99.00,52.47006,13.42968
15044951,Wohnung in Berliner Altbau,,Prenzlauer Berg Süd,Entire home/apt,$115.00,52.53505,13.42824
15045718,Cosy room in shared flat in heart of Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$37.00,52.49515,13.40102
15047551,"Big, sunny and beautiful private room",,Schöneberg-Nord,Private room,$38.00,52.49621,13.34919
15055087,Kids friendly home in the heart of Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$92.00,52.54759,13.41761
15060796,Studio in central location,,Brunnenstr. Süd,Entire home/apt,$65.00,52.53801,13.39909
15063930,Your own flat- heart of Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Entire home/apt,$70.00,52.51259,13.447020000000002
15065899,New Year in style: 400m2 Luxurious Loft in Mitte,"Berlin, Germany",Moabit Ost,Private room,$250.00,52.52305,13.35312
15065917,Quiet old apartment with balcony in Friedrichshain,,Frankfurter Allee Süd FK,Entire home/apt,$52.00,52.50745,13.45805
15066375,KREUZBERG Nähe Schlesisches Tor U1 close to it all,,südliche Luisenstadt,Private room,$35.00,52.49826,13.44315
15069720,Small top-floor apartment,"Berlin, Germany",Neu Lichtenberg,Entire home/apt,$35.00,52.50631,13.497279999999998
15070161,Room is no longer available,,Regierungsviertel,Private room,$311.00,52.51216,13.38287
15075386,Bright and Spacious 2-Room Flat in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$77.00,52.4938,13.41665
15077798,Cozy Room Close To The Kurfürstendamm,"Berlin, Germany",Grunewald,Private room,$29.00,52.49258,13.29015
15077928,Sweet studio apt in Kreuzkölln/furnished/WIFI,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$27.00,52.49651,13.420929999999998
15081324,Zimmer in Friedrichshain 20qm,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$40.00,52.50891,13.44943
15082612,Schlafstelle in Berlin / bed for men only,"Berlin, Germany",Wedding Zentrum,Shared room,$20.00,52.55226999999999,13.376970000000002
15083699,"Charming, carefully furnished room in Kreuzberg","Berlin, Germany",südliche Luisenstadt,Private room,$25.00,52.49604,13.424179999999998
15085051,"Sunny flat, cosy atmosphere",,Osloer Straße,Private room,$15.00,52.55437,13.38321
15090313,Minimalistic studio in the heart of Berlin,,Otto-Suhr-Allee,Entire home/apt,$39.00,52.52041,13.32722
15091491,Nice and big 2-room appartment in Kreuzberg-Mitte,,Südliche Friedrichstadt,Entire home/apt,$60.00,52.50734,13.39729
15093342,Schönes Zimmer in Altbauwohnung mit Charme,"Berlin, Germany",Zehlendorf  Südwest,Private room,$27.00,52.42889,13.19306
15094672,Der entspannte und zentrale Ausklang in Berlin,,Moabit West,Entire home/apt,$60.00,52.53267,13.33617
15096176,Flat in the Heart of Kreuzkölln,,Reuterstraße,Private room,$55.00,52.48587,13.430129999999998
15098618,Charming old Berlin Flat in the middle of the city,"Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$75.00,52.53131,13.421870000000002
15103389,Bright 20 m2 room in a maisonette with a balcony,"Berlin, Germany",Wedding Zentrum,Private room,$30.00,52.55423,13.37804
15104432,Spacious one bedroom w balcony in Neukölln,,Neuköllner Mitte/Zentrum,Entire home/apt,$90.00,52.470130000000005,13.43154
15105723,Feel Home in Prenzlauer Berg ❤️,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$80.00,52.5309,13.41555
15107151,Stilvolles Zimmer mit Dachterrasse und Privatbad,"Berlin, Germany",Blankenfelde/Niederschönhausen,Private room,$49.00,52.5837,13.40106
15108496,Bright & Beautiful room in Friedrichshain,"Berlin, Germany",Frankfurter Allee Nord,Private room,$33.00,52.520480000000006,13.45277
15109537,Hepburn & Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$72.00,52.50695,13.46669
15111612,"Feine 2 Zi & Balkon, 50qm","Berlin, Germany",Weißensee,Private room,$35.00,52.55031,13.46482
